	55157
AC021915.1	604
AC021915.2	730
AC021945.1	28
AC021979.1	1083
AC021979.2	1550
AC021979.3	437
AC021989.1	650
AC022001.1	284
AC022001.2	353
AC022001.3	358
AC022007.1	29
AC022017.1	3008
AC022018.1	233
AC022021.1	425
AC022022.1	114
AC022022.2	120
AC022023.1	65
AC022023.2	467
AC022028.1	1097
AC022028.2	538
AC022028.3	258
AC022031.1	592
AC022031.2	212
AC022034.1	843
AC022034.2	76
AC022034.3	250
AC022034.4	455
AC022035.1	410
AC022039.1	1309
AC022068.1	703
AC022069.1	190
AC022075.1	357
AC022079.1	244
AC022079.2	84
AC022080.1	81
AC022080.2	65
AC022080.3	100
AC022081.1	1198
AC022087.1	278
AC022092.1	1465
AC022098.1	62
AC022098.2	204
AC022098.3	91
AC022098.4	84
AC022100.1	554
AC022100.2	476
AC022101.1	1273
AC022106.1	207
AC022106.2	279
AC022107.1	109
AC022113.1	705
AC022113.2	203
AC022118.1	489
AC022121.1	1797
AC022121.2	270
AC022126.1	384
AC022133.1	107
AC022133.2	516
AC022137.1	18
AC022137.2	254
AC022137.3	53
AC022137.4	33
AC022140.1	704
AC022140.2	179
AC022144.1	198
AC022145.1	222
AC022145.2	229
AC022146.1	861
AC022146.2	759
AC022148.1	111
AC022148.2	58
AC022149.1	471
AC022149.2	388
AC022150.1	56
AC022150.2	48
AC022150.3	142
AC022150.4	90
AC022154.1	7
AC022164.1	1174
AC022165.1	1012
AC022166.1	153
AC022166.2	1564
AC022167.1	15
AC022167.2	47
AC022167.3	434
AC022167.4	80
AC022168.1	3015
AC022182.1	824
AC022182.2	1578
AC022182.3	784
AC022188.1	406
AC022196.1	498
AC022201.1	1386
AC022201.2	262
AC022202.1	321
AC022206.1	1324
AC022210.1	104
AC022210.2	136
AC022211.1	50
AC022211.2	37
AC022211.3	53
AC022211.4	13
AC022211.5	44
AC022215.1	538
AC022215.2	442
AC022217.1	10
AC022217.2	88
AC022217.3	147
AC022217.4	53
AC022217.5	239
AC022239.1	2414
AC022239.2	1430
AC022254.1	867
AC022267.1	103
AC022272.1	569
AC022274.1	966
AC022276.1	460
AC022296.1	118
AC022296.2	238
AC022296.3	91
AC022296.4	271
AC022306.1	851
AC022306.2	154
AC022306.3	25
AC022308.1	871
AC022325.1	1581
AC022325.2	398
AC022335.1	590
AC022336.1	1814
AC022336.2	1004
AC022336.3	2
AC022336.4	116
AC022360.1	509
AC022364.1	619
AC022364.2	311
AC022367.1	668
AC022382.1	61
AC022382.2	415
AC022384.1	3
AC022384.2	19
AC022387.1	3722
AC022387.2	127
AC022392.1	529
AC022395.1	1468
AC022400.1	63
AC022400.10	26
AC022400.2	221
AC022400.4	15
AC022400.5	14
AC022400.6	19
AC022400.7	25
AC022400.8	14
AC022400.9	40
AC022404.1	1039
AC022405.1	170
AC022413.1	228
AC022413.2	160
AC022413.3	44
AC022415.1	66
AC022415.2	26
AC022415.3	50
AC022417.1	247
AC022418.1	1215
AC022424.1	294
AC022424.2	560
AC022431.1	356
AC022432.1	74
AC022433.1	2134
AC022440.1	1748
AC022441.1	479
AC022441.2	332
AC022441.3	588
AC022447.1	7
AC022447.2	396
AC022447.3	43
AC022447.4	501
AC022447.5	294
AC022447.6	349
AC022447.7	315
AC022463.1	738
AC022467.1	303
AC022467.2	302
AC022469.1	8234
AC022469.2	1869
AC022483.1	423
AC022483.2	83
AC022483.3	218
AC022493.1	164
AC022493.2	163
AC022494.1	477
AC022497.1	611
AC022498.1	564
AC022498.2	485
AC022506.1	2
AC022506.2	433
AC022507.1	652
AC022509.1	91
AC022509.2	68
AC022509.3	197
AC022509.4	254
AC022509.5	134
AC022511.1	373
AC022513.1	773
AC022517.1	433
AC022523.1	360
AC022523.2	1124
AC022523.3	959
AC022532.1	699
AC022535.1	917
AC022535.2	278
AC022535.3	291
AC022537.1	1442
AC022540.1	177
AC022558.1	60
AC022558.2	518
AC022558.3	28
AC022559.1	3072
AC022596.1	29
AC022596.2	577
AC022601.1	365
AC022613.1	209
AC022613.2	909
AC022613.3	708
AC022616.1	218
AC022616.2	123
AC022616.3	123
AC022616.4	27
AC022616.5	606
AC022616.6	208
AC022616.7	140
AC022616.8	178
AC022616.9	131
AC022634.1	476
AC022634.2	104
AC022655.1	122
AC022655.2	203
AC022662.1	210
AC022679.1	2659
AC022679.2	1410
AC022690.1	415
AC022690.2	819
AC022692.1	152
AC022695.1	552
AC022695.2	124
AC022695.3	772
AC022706.1	241
AC022709.1	1400
AC022710.1	1287
AC022726.1	252
AC022726.2	585
AC022730.1	225
AC022730.2	445
AC022730.3	207
AC022730.4	755
AC022733.1	889
AC022743.1	2431
AC022748.1	461
AC022748.2	201
AC022748.3	327
AC022762.1	148
AC022762.2	120
AC022778.1	481
AC022784.1	143
AC022784.2	478
AC022784.3	407
AC022784.4	1261
AC022784.5	28
AC022784.6	371
AC022790.1	1499
AC022795.1	211
AC022809.1	416
AC022816.1	1199
AC022819.1	168
AC022826.1	127
AC022826.2	151
AC022832.1	420
AC022832.2	206
AC022858.1	1038
AC022868.1	76
AC022868.2	246
AC022872.1	101
AC022874.1	816
AC022878.1	1055
AC022880.1	1314
AC022880.2	378
AC022882.1	74
AC022893.1	1107
AC022893.2	944
AC022893.3	51
AC022898.1	1331
AC022898.2	1741
AC022903.1	1117
AC022903.2	1519
AC022905.1	1670
AC022915.1	629
AC022915.2	971
AC022915.3	577
AC022916.1	40
AC022916.2	337
AC022916.3	306
AC022916.4	176
AC022916.5	236
AC022919.1	334
AC022929.1	1205
AC022929.2	1650
AC022960.1	243
AC022960.2	197
AC022960.3	56
AC022966.1	36
AC022966.2	332
AC022968.1	523
AC022973.1	131
AC022973.2	82
AC022973.3	41
AC022973.4	46
AC022973.5	275
AC023024.1	357
AC023024.2	1036
AC023034.1	747
AC023043.1	247
AC023043.2	2281
AC023043.3	878
AC023043.4	164
AC023049.1	44
AC023050.1	132
AC023050.2	314
AC023050.3	453
AC023050.4	175
AC023050.5	46
AC023051.1	340
AC023051.2	365
AC023055.1	17
AC023078.1	1000
AC023078.2	104
AC023090.1	426
AC023090.2	258
AC023095.1	770
AC023105.1	1096
AC023115.1	1049
AC023128.1	329
AC023128.2	1050
AC023136.1	2238
AC023137.1	494
AC023137.2	36
AC023141.1	11
AC023141.10	27
AC023141.11	84
AC023141.12	106
AC023141.13	726
AC023141.2	102
AC023141.3	23
AC023141.4	134
AC023141.5	22
AC023141.6	34
AC023141.7	764
AC023141.8	145
AC023141.9	87
AC023154.1	679
AC023157.1	153
AC023157.2	162
AC023158.1	272
AC023158.2	156
AC023161.1	177
AC023162.1	296
AC023194.1	339
AC023194.2	574
AC023194.3	611
AC023200.1	1567
AC023202.1	1083
AC023206.1	254
AC023232.1	210
AC023245.1	374
AC023245.2	763
AC023245.3	942
AC023271.1	168
AC023271.2	13
AC023282.1	113
AC023283.1	853
AC023296.1	2367
AC023300.1	86
AC023300.2	1096
AC023300.3	1214
AC023301.1	422
AC023302.1	498
AC023302.2	525
AC023310.1	35
AC023310.2	35
AC023310.3	18
AC023310.4	309
AC023347.1	1447
AC023355.1	96
AC023355.2	450
AC023356.1	67
AC023385.1	246
AC023389.1	35
AC023389.2	109
AC023389.3	288
AC023394.1	2353
AC023394.2	649
AC023403.1	1589
AC023421.1	377
AC023421.2	631
AC023424.1	700
AC023424.2	152
AC023442.1	300
AC023442.2	1663
AC023442.3	113
AC023449.1	1067
AC023468.1	903
AC023469.1	1231
AC023469.2	1302
AC023480.1	742
AC023481.1	1518
AC023483.1	487
AC023490.1	12
AC023490.2	2
AC023490.3	1
AC023490.6	2
AC023490.7	9
AC023494.1	288
AC023503.1	3217
AC023509.1	27
AC023509.2	49
AC023509.3	63
AC023509.5	112
AC023509.6	162
AC023510.1	26
AC023510.2	239
AC023511.1	819
AC023511.2	1413
AC023511.3	1808
AC023512.1	330
AC023513.1	338
AC023538.1	1226
AC023575.1	1332
AC023590.1	2137
AC023593.1	664
AC023595.1	787
AC023632.1	24
AC023632.2	49
AC023632.3	60
AC023632.4	186
AC023632.5	187
AC023644.1	350
AC023669.1	527
AC023669.2	924
AC023762.1	2123
AC023781.1	3617
AC023787.1	1056
AC023787.2	294
AC023787.3	2693
AC023790.1	325
AC023790.2	221
AC023794.1	122
AC023794.2	207
AC023794.3	484
AC023794.4	143
AC023794.5	308
AC023794.6	255
AC023794.7	166
AC023796.1	333
AC023796.2	329
AC023813.1	51
AC023813.2	81
AC023813.3	51
AC023813.4	205
AC023818.1	77
AC023824.1	182
AC023824.2	122
AC023824.3	251
AC023824.4	178
AC023824.5	105
AC023824.6	80
AC023825.1	845
AC023825.2	103
AC023827.1	1271
AC023830.1	43
AC023830.2	125
AC023830.3	81
AC023830.4	53
AC023855.1	44
AC023855.2	64
AC023866.1	441
AC023866.2	1010
AC023891.1	96
AC023905.1	493
AC023906.1	33
AC023906.2	69
AC023906.3	101
AC023906.4	56
AC023906.5	50
AC023908.1	225
AC023908.2	451
AC023908.3	691
AC023932.1	2350
AC023934.1	1433
AC023946.1	1743
AC023950.1	448
AC023968.1	688
AC023968.2	1609
AC023983.1	142
AC023983.2	202
AC024022.1	1045
AC024023.1	239
AC024028.1	1186
AC024032.1	258
AC024032.2	78
AC024051.10	1
AC024060.1	2276
AC024060.2	1699
AC024075.1	33
AC024075.2	2
AC024075.3	92
AC024082.1	95
AC024082.2	136
AC024084.1	975
AC024084.2	1421
AC024085.1	79
AC024132.1	259
AC024132.2	236
AC024132.3	1346
AC024132.4	2054
AC024145.1	231
AC024153.1	1108
AC024224.1	169
AC024224.2	366
AC024230.1	1259
AC024243.1	890
AC024255.1	1351
AC024257.1	227
AC024257.2	32
AC024257.3	327
AC024257.4	314
AC024257.5	264
AC024267.1	18
AC024267.2	89
AC024267.3	19
AC024267.4	33
AC024267.5	30
AC024267.6	277
AC024267.7	32
AC024270.1	31
AC024270.2	72
AC024270.3	373
AC024270.4	22
AC024270.5	204
AC024288.1	347
AC024293.1	59
AC024337.1	1799
AC024337.2	260
AC024341.1	743
AC024361.1	18
AC024361.2	122
AC024361.3	68
AC024382.1	1155
AC024405.1	1144
AC024405.2	128
AC024451.1	69
AC024451.2	292
AC024451.3	165
AC024451.4	450
AC024475.1	234
AC024475.2	470
AC024475.3	326
AC024558.1	440
AC024558.2	126
AC024559.1	956
AC024559.2	418
AC024560.1	43
AC024560.2	398
AC024560.3	66
AC024560.4	21
AC024560.5	116
AC024561.1	65
AC024563.1	79
AC024563.2	92
AC024568.1	292
AC024575.1	224
AC024575.2	27
AC024579.1	337
AC024580.1	49
AC024580.2	54
AC024580.3	116
AC024581.1	157
AC024581.2	703
AC024587.1	1122
AC024587.2	886
AC024588.1	649
AC024589.1	668
AC024589.2	225
AC024589.3	839
AC024592.1	223
AC024592.2	421
AC024592.3	2
AC024595.1	896
AC024597.1	1237
AC024598.1	504
AC024603.1	582
AC024610.1	2569
AC024610.2	391
AC024614.1	250
AC024614.2	71
AC024614.3	1782
AC024614.4	2314
AC024619.1	1240
AC024619.2	573
AC024619.3	459
AC024619.4	492
AC024651.1	322
AC024651.2	1722
AC024651.3	1246
AC024681.1	717
AC024681.2	411
AC024730.1	2383
AC024884.1	34
AC024884.2	53
AC024896.1	80
AC024901.1	404
AC024909.1	41
AC024933.1	336
AC024933.2	558
AC024933.3	1243
AC024937.1	129
AC024937.2	177
AC024937.3	63
AC024940.1	106
AC024940.2	155
AC024940.3	149
AC024940.4	146
AC024940.5	370
AC024940.6	174
AC024941.1	1021
AC024941.2	363
AC024958.1	2314
AC024995.1	1184
AC024996.1	1747
AC025030.1	55
AC025030.2	649
AC025031.1	404
AC025031.2	1429
AC025031.3	677
AC025031.4	27
AC025031.5	182
AC025033.1	110
AC025034.1	219
AC025034.2	450
AC025038.1	658
AC025039.1	2077
AC025040.1	196
AC025040.2	325
AC025043.1	24
AC025048.1	348
AC025048.2	82
AC025048.3	22
AC025048.4	124
AC025048.5	40
AC025048.6	39
AC025048.7	527
AC025062.1	623
AC025062.2	680
AC025062.3	121
AC025125.1	141
AC025154.1	219
AC025154.2	456
AC025160.1	649
AC025161.1	801
AC025162.1	107
AC025162.2	165
AC025164.1	206
AC025164.2	309
AC025164.3	183
AC025165.1	623
AC025165.2	337
AC025165.3	14
AC025165.4	48
AC025165.5	20
AC025165.6	74
AC025166.1	272
AC025169.1	2358
AC025171.1	64
AC025171.2	9
AC025171.3	45
AC025171.4	132
AC025171.5	30
AC025174.1	388
AC025175.1	444
AC025175.2	688
AC025176.1	361
AC025178.1	202
AC025178.2	215
AC025180.1	296
AC025181.1	120
AC025181.2	72
AC025183.1	227
AC025183.2	682
AC025183.3	408
AC025186.1	407
AC025187.1	1260
AC025188.1	643
AC025188.2	583
AC025188.3	148
AC025198.1	345
AC025211.1	690
AC025244.1	798
AC025244.2	359
AC025252.1	788
AC025252.2	359
AC025252.3	1252
AC025253.1	595
AC025253.2	683
AC025254.1	688
AC025257.1	835
AC025259.1	244
AC025259.2	228
AC025260.1	160
AC025260.2	360
AC025262.1	261
AC025262.2	110
AC025262.3	355
AC025263.1	247
AC025263.2	761
AC025263.3	158
AC025265.1	413
AC025265.2	509
AC025265.3	411
AC025268.1	58
AC025270.1	143
AC025271.1	720
AC025271.2	355
AC025271.3	508
AC025271.4	1096
AC025272.1	2259
AC025277.1	1987
AC025278.1	318
AC025278.2	447
AC025278.3	203
AC025278.4	274
AC025279.1	37
AC025279.2	64
AC025279.3	17
AC025280.1	469
AC025280.2	881
AC025280.3	656
AC025281.1	2370
AC025283.1	106
AC025283.2	60
AC025284.1	599
AC025287.1	23
AC025287.2	186
AC025287.3	41
AC025287.4	50
AC025287.5	431
AC025300.1	738
AC025366.1	383
AC025370.1	483
AC025370.2	278
AC025419.1	79
AC025423.1	34
AC025423.2	23
AC025423.3	171
AC025423.4	134
AC025423.5	364
AC025428.1	1013
AC025430.1	63
AC025431.1	1741
AC025434.1	756
AC025437.1	337
AC025437.2	233
AC025437.3	589
AC025437.4	1010
AC025437.5	203
AC025437.6	119
AC025442.1	330
AC025442.2	234
AC025445.1	2331
AC025449.1	131
AC025449.2	90
AC025458.1	262
AC025459.1	466
AC025465.1	280
AC025465.2	154
AC025465.3	565
AC025465.4	662
AC025470.1	502
AC025470.2	287
AC025472.1	565
AC025475.1	1362
AC025475.2	577
AC025508.1	690
AC025518.1	1242
AC025521.1	380
AC025521.2	882
AC025524.1	307
AC025538.1	1281
AC025539.1	1192
AC025554.1	684
AC025566.1	696
AC025569.1	340
AC025572.1	2984
AC025574.1	52
AC025575.1	194
AC025575.2	1118
AC025576.1	73
AC025576.2	41
AC025576.3	156
AC025578.1	1091
AC025580.1	296
AC025580.2	61
AC025580.3	574
AC025588.1	61
AC025588.2	226
AC025588.3	143
AC025588.4	1330
AC025594.1	501
AC025594.2	246
AC025614.1	921
AC025614.2	295
AC025614.3	769
AC025627.1	126
AC025627.2	144
AC025627.3	30
AC025627.4	4
AC025647.1	200
AC025647.2	31
AC025647.3	191
AC025674.1	628
AC025674.2	89
AC025678.1	54
AC025678.2	89
AC025678.3	25
AC025682.1	55
AC025682.2	66
AC025741.1	630
AC025750.1	299
AC025750.2	635
AC025750.3	424
AC025752.1	1799
AC025754.1	553
AC025754.2	1772
AC025755.1	1097
AC025756.1	1292
AC025766.1	51
AC025768.1	175
AC025773.1	1497
AC025774.1	1443
AC025809.1	383
AC025809.2	421
AC025810.1	1009
AC025811.1	116
AC025822.1	175
AC025822.2	674
AC025839.1	4621
AC025857.1	136
AC025857.2	42
AC025871.1	266
AC025871.2	310
AC025871.3	62
AC025881.1	4342
AC025884.1	212
AC025884.2	535
AC025884.3	4
AC025887.1	843
AC025887.2	334
AC025917.1	163
AC025918.1	244
AC025918.2	158
AC025946.1	471
AC025946.2	1104
AC025947.1	213
AC026100.1	314
AC026108.1	743
AC026108.2	898
AC026110.1	121
AC026111.1	273
AC026116.1	844
AC026117.1	424
AC026120.1	82
AC026120.2	213
AC026120.3	322
AC026124.1	235
AC026124.2	91
AC026150.1	10
AC026150.2	1
AC026150.3	8
AC026150.4	6
AC026167.1	1288
AC026185.1	249
AC026191.1	1115
AC026202.1	3738
AC026202.2	40
AC026202.3	103
AC026254.1	32
AC026254.2	152
AC026271.1	165
AC026271.2	60
AC026271.3	27
AC026271.4	44
AC026271.5	24
AC026273.1	218
AC026304.1	792
AC026310.1	951
AC026310.2	804
AC026310.3	224
AC026316.1	1242
AC026316.2	410
AC026316.3	1003
AC026316.4	61
AC026316.5	57
AC026318.1	48
AC026320.1	1039
AC026320.2	1715
AC026320.3	1556
AC026329.1	540
AC026333.1	150
AC026333.2	162
AC026333.3	114
AC026333.4	206
AC026336.1	1183
AC026336.2	976
AC026336.3	493
AC026336.4	1099
AC026336.5	265
AC026341.1	204
AC026341.2	2783
AC026341.3	657
AC026347.1	329
AC026347.2	633
AC026348.1	268
AC026353.1	182
AC026355.1	19
AC026355.2	518
AC026355.3	238
AC026355.4	316
AC026356.1	423
AC026356.2	124
AC026358.1	1663
AC026362.1	1
AC026362.2	239
AC026367.1	1002
AC026367.2	1725
AC026367.3	104
AC026368.1	168
AC026369.1	258
AC026369.2	358
AC026369.3	733
AC026371.1	619
AC026391.1	1478
AC026396.1	1992
AC026401.1	119
AC026401.2	54
AC026401.3	72
AC026402.1	482
AC026402.2	698
AC026403.1	2965
AC026407.1	194
AC026408.1	617
AC026410.1	223
AC026410.2	114
AC026410.3	55
AC026410.4	67
AC026412.1	105
AC026412.2	642
AC026412.3	834
AC026412.4	615
AC026414.1	865
AC026415.1	481
AC026421.1	1410
AC026422.1	991
AC026427.1	278
AC026427.2	354
AC026433.1	1668
AC026434.1	2143
AC026436.1	212
AC026444.1	613
AC026458.1	63
AC026458.2	325
AC026461.1	18
AC026461.2	3
AC026461.3	469
AC026461.4	43
AC026462.1	298
AC026462.2	566
AC026462.3	259
AC026462.4	955
AC026462.5	1258
AC026464.2	313
AC026464.3	92
AC026464.4	30
AC026464.5	293
AC026464.6	5
AC026468.1	18
AC026469.1	356
AC026470.1	81
AC026470.2	72
AC026470.3	25
AC026470.4	102
AC026471.1	51
AC026471.2	60
AC026471.3	166
AC026471.4	21
AC026471.5	170
AC026471.6	117
AC026474.1	74
AC026477.1	622
AC026495.1	575
AC026495.2	361
AC026523.1	1296
AC026523.2	193
AC026523.3	404
AC026523.4	931
AC026583.1	1205
AC026585.1	992
AC026616.1	296
AC026620.1	410
AC026620.2	207
AC026624.1	136
AC026634.1	25
AC026634.2	33
AC026671.1	2501
AC026688.1	1512
AC026688.2	675
AC026689.1	1636
AC026691.1	577
AC026700.1	493
AC026704.1	689
AC026719.1	1150
AC026725.1	1091
AC026726.1	174
AC026726.2	532
AC026736.1	1793
AC026740.1	367
AC026740.2	25
AC026740.3	23
AC026741.1	369
AC026746.1	709
AC026748.1	669
AC026748.3	1993
AC026765.1	831
AC026765.2	1311
AC026765.3	295
AC026765.4	865
AC026770.1	114
AC026771.1	332
AC026774.1	762
AC026774.2	466
AC026780.1	1906
AC026780.2	1394
AC026782.1	700
AC026782.2	697
AC026784.1	502
AC026784.2	1616
AC026785.1	177
AC026785.2	165
AC026785.3	118
AC026786.1	24
AC026786.2	39
AC026787.1	534
AC026790.1	167
AC026790.2	109
AC026797.1	1068
AC026798.1	1081
AC026801.1	268
AC026801.2	554
AC026803.1	100
AC026803.2	8
AC026803.3	250
AC026826.1	275
AC026826.2	326
AC026826.3	1678
AC026827.1	458
AC026877.1	3339
AC026884.1	2185
AC026887.1	1185
AC026888.1	1903
AC026894.1	656
AC026894.2	57
AC026894.3	243
AC026898.1	1274
AC026904.1	454
AC026904.2	350
AC026950.2	2995
AC026951.1	948
AC026951.2	929
AC026954.1	124
AC026954.2	21
AC026954.3	166
AC026956.1	1885
AC026956.2	185
AC026979.1	98
AC026979.2	85
AC026979.3	20
AC026979.4	95
AC026991.1	6223
AC026991.2	2217
AC026992.1	679
AC026992.2	759
AC027013.1	1866
AC027018.1	193
AC027020.1	794
AC027020.2	795
AC027031.1	1002
AC027031.2	1523
AC027045.1	249
AC027045.2	352
AC027045.3	546
AC027088.1	420
AC027088.2	218
AC027088.3	1158
AC027088.4	262
AC027088.5	399
AC027097.1	184
AC027097.2	22
AC027104.1	814
AC027117.1	181
AC027117.2	141
AC027119.1	837
AC027124.1	77
AC027124.2	571
AC027128.1	1414
AC027129.1	271
AC027130.1	327
AC027139.1	242
AC027139.2	114
AC027176.1	159
AC027176.2	82
AC027176.3	176
AC027216.1	875
AC027228.1	442
AC027228.2	347
AC027228.3	67
AC027229.1	676
AC027237.1	28
AC027237.2	81
AC027237.3	196
AC027237.4	258
AC027237.5	659
AC027237.6	508
AC027243.1	64
AC027243.2	1090
AC027243.3	513
AC027243.4	1271
AC027250.1	215
AC027250.2	213
AC027251.1	2039
AC027271.1	523
AC027277.1	497
AC027277.2	111
AC027279.1	177
AC027279.2	199
AC027279.3	508
AC027279.4	49
AC027281.1	628
AC027281.2	182
AC027287.1	945
AC027287.2	947
AC027288.1	221
AC027288.2	827
AC027288.3	1068
AC027290.1	31
AC027290.2	356
AC027290.3	46
AC027307.1	475
AC027307.2	465
AC027307.3	396
AC027308.1	1154
AC027309.1	459
AC027309.2	561
AC027309.3	826
AC027313.1	1305
AC027315.1	633
AC027319.1	67
AC027329.1	1499
AC027334.1	999
AC027335.1	249
AC027335.2	1301
AC027338.1	273
AC027338.2	168
AC027343.1	119
AC027343.2	1345
AC027343.3	269
AC027345.1	850
AC027347.1	1567
AC027348.1	626
AC027348.2	98
AC027369.1	62
AC027369.2	147
AC027369.3	371
AC027369.4	20
AC027369.5	40
AC027369.6	186
AC027373.1	69
AC027373.2	210
AC027419.1	539
AC027419.2	389
AC027449.1	472
AC027451.1	1874
AC027455.1	157
AC027458.1	657
AC027506.1	1540
AC027514.1	129
AC027514.2	544
AC027541.1	2388
AC027544.1	18
AC027544.2	17
AC027544.3	282
AC027544.4	81
AC027559.1	100
AC027575.1	156
AC027575.2	63
AC027575.3	26
AC027584.1	531
AC027601.1	72
AC027601.2	44
AC027601.3	302
AC027601.4	23
AC027601.5	158
AC027601.6	93
AC027607.1	321
AC027612.1	55
AC027612.2	19
AC027612.3	115
AC027612.4	88
AC027612.5	155
AC027613.1	715
AC027627.1	390
AC027644.1	195
AC027644.2	109
AC027644.3	136
AC027644.4	1
AC027667.1	726
AC027673.1	246
AC027682.1	11
AC027682.2	13
AC027682.3	1
AC027682.4	31
AC027682.5	70
AC027682.6	91
AC027682.7	15
AC027688.1	779
AC027688.2	329
AC027698.1	140
AC027702.1	2489
AC027702.2	1073
AC027763.1	490
AC027763.2	96
AC027779.1	289
AC027796.1	35
AC027796.2	29
AC027796.3	9
AC027796.4	29
AC027796.5	35
AC027801.1	271
AC027801.2	510
AC027801.3	370
AC027801.4	323
AC027801.5	71
AC027804.1	493
AC027807.1	909
AC027807.2	890
AC027808.1	204
AC027808.2	111
AC027811.1	2054
AC032011.1	374
AC032019.1	1611
AC032019.2	3052
AC032044.1	131
AC032044.2	103
AC034102.1	23
AC034102.2	209
AC034102.3	128
AC034102.4	220
AC034102.5	48
AC034102.6	19
AC034102.7	42
AC034102.8	73
AC034105.1	22
AC034105.2	263
AC034105.3	179
AC034105.4	56
AC034105.5	89
AC034110.1	612
AC034111.1	464
AC034111.2	553
AC034114.1	193
AC034114.2	98
AC034139.1	167
AC034148.1	1520
AC034154.1	1108
AC034159.1	203
AC034159.2	238
AC034186.2	407
AC034187.1	275
AC034193.1	180
AC034195.1	884
AC034198.1	288
AC034198.2	83
AC034199.1	554
AC034205.1	410
AC034205.2	243
AC034205.3	366
AC034206.1	1676
AC034207.1	145
AC034213.1	520
AC034216.1	340
AC034222.1	110
AC034222.2	2190
AC034223.1	461
AC034223.2	424
AC034226.1	646
AC034228.1	351
AC034228.2	473
AC034228.3	7
AC034229.1	341
AC034229.2	96
AC034229.3	1
AC034229.4	91
AC034229.5	519
AC034229.6	367
AC034231.1	167
AC034232.1	608
AC034234.1	2443
AC034236.1	278
AC034236.2	75
AC034236.3	121
AC034238.1	136
AC034238.2	493
AC034238.3	113
AC034238.4	95
AC034243.1	598
AC034244.1	354
AC034244.2	609
AC034244.3	844
AC034245.1	567
AC034268.1	1014
AC034268.2	3504
AC035139.1	2042
AC035139.2	461
AC035140.1	341
AC036101.1	2180
AC036103.1	666
AC036108.1	223
AC036108.2	321
AC036108.3	259
AC036111.1	528
AC036111.2	77
AC036111.3	56
AC036164.1	435
AC036176.1	267
AC036176.2	42
AC036176.3	106
AC036214.1	225
AC036214.2	110
AC036214.3	563
AC036214.4	404
AC036222.1	543
AC036222.2	435
AC036222.3	922
AC036222.4	991
AC037193.1	545
AC037198.1	66
AC037198.2	725
AC037433.1	778
AC037441.1	1785
AC037441.2	1715
AC037450.1	724
AC037459.1	61
AC037459.2	112
AC037459.3	318
AC037459.4	48
AC037471.1	23
AC037471.2	1
AC037479.1	192
AC037486.1	1059
AC037487.1	10
AC037487.2	1348
AC037487.3	66
AC037487.4	33
AC039056.1	1408
AC039056.2	75
AC040160.1	114
AC040160.2	27
AC040162.1	6
AC040162.2	100
AC040162.3	12
AC040168.1	592
AC040168.2	1601
AC040169.1	60
AC040169.2	141
AC040169.3	66
AC040169.4	395
AC040170.1	1035
AC040173.1	100
AC040173.2	214
AC040174.1	772
AC040174.2	325
AC040896.1	249
AC040904.1	98
AC040914.1	2293
AC040926.1	2284
AC040934.1	166
AC040936.1	986
AC040958.1	143
AC040963.1	635
AC040970.1	777
AC040975.1	89
AC040975.2	217
AC040977.1	120
AC040977.2	165
AC040978.1	1228
AC041005.1	277
AC041039.1	462
AC041040.1	697
AC044781.1	658
AC044784.1	1310
AC044787.1	955
AC044792.1	835
AC044798.1	1984
AC044798.2	583
AC044798.3	168
AC044802.1	170
AC044802.2	159
AC044810.1	205
AC044810.2	164
AC044810.3	83
AC044836.1	653
AC044839.1	572
AC044839.2	304
AC044839.3	74
AC044840.1	300
AC044849.1	120
AC044860.1	299
AC044860.2	369
AC044860.3	402
AC044873.1	2200
AC044893.1	385
AC044893.2	300
AC044913.1	572
AC044913.2	377
AC046129.1	775
AC046130.1	308
AC046130.2	322
AC046130.3	168
AC046134.1	45
AC046134.2	228
AC046143.1	176
AC046143.2	267
AC046144.1	4571
AC046158.1	400
AC046158.2	767
AC046158.3	507
AC046158.4	144
AC046168.1	555
AC046168.2	476
AC046174.1	1559
AC046176.1	119
AC046185.1	44
AC046185.2	107
AC046185.3	139
AC046195.1	2531
AC046195.2	697
AC048334.1	268
AC048337.1	334
AC048338.1	1
AC048338.2	296
AC048341.1	196
AC048341.2	31
AC048344.1	279
AC048344.2	284
AC048344.3	439
AC048344.4	415
AC048346.1	785
AC048347.1	658
AC048351.1	146
AC048351.2	498
AC048352.1	216
AC048380.1	175
AC048380.2	148
AC048380.3	225
AC048382.1	41
AC048382.2	36
AC048382.3	7
AC048382.4	2
AC048382.5	54
AC048382.6	25
AC048382.7	16
AC048383.1	976
AC048387.1	2395
AC051618.1	1721
AC051619.1	269
AC051619.10	554
AC051619.2	168
AC051619.3	153
